contig_id	source	strand	start	end
contig00001	prokka	1	106904	107393
contig00001	prokka	-1	107541	109188
contig00001	prokka	-1	109405	111049
contig00001	prokka	-1	111124	111775
contig00001	prokka	-1	111774	112839
contig00001	prokka	-1	112912	113968
contig00001	prokka	-1	114079	115183
contig00001	prokka	1	115921	118594
contig00001	prokka	1	118610	119261
contig00001	prokka	-1	119460	122310
contig00001	prokka	-1	122584	123361
contig00001	prokka	-1	123365	125015
contig00001	prokka	-1	125015	129410
contig00001	prokka	-1	129553	130177
contig00001	prokka	-1	130173	131862
contig00001	prokka	-1	132010	134638
contig00001	prokka	1	134784	135507
contig00001	prokka	-1	135634	139375
contig00001	prokka	1	140064	142350
contig00001	prokka	1	142496	143627
contig00001	prokka	1	143626	143881
contig00001	prokka	-1	143934	144585
contig00001	prokka	1	144799	145006
contig00001	prokka	-1	145047	146124
contig00001	prokka	-1	146128	147487
contig00001	prokka	1	147759	149388
contig00001	prokka	1	149377	150637
contig00001	prokka	1	150633	151824
contig00001	prokka	1	152017	152920
contig00001	prokka	-1	152960	153350
contig00001	prokka	-1	153485	154688
contig00001	prokka	-1	154787	155330
contig00001	prokka	1	155608	156034
contig00001	prokka	-1	156072	156675
contig00001	prokka	1	156964	158122
contig00001	prokka	1	158125	159094
contig00001	prokka	1	159093	161076
contig00001	prokka	1	161072	161963
contig00001	prokka	1	161962	163615
contig00001	prokka	1	163611	163947
contig00001	prokka	1	163946	164333
contig00001	prokka	-1	164326	164593
contig00001	prokka	-1	164702	166058
contig00001	prokka	-1	166054	167017
contig00001	prokka	-1	167016	167874
contig00001	prokka	-1	167888	168647
contig00001	prokka	-1	168643	170314
contig00001	prokka	-1	170402	171698
contig00001	prokka	-1	171776	172082
contig00001	prokka	-1	172136	172598
contig00001	prokka	1	172662	173580
contig00001	prokka	1	173770	174988
contig00001	prokka	1	176108	176612
contig00001	prokka	-1	176678	178136
contig00001	prokka	-1	178142	179672
contig00001	prokka	-1	179835	181677
contig00001	prokka	-1	181673	181976
contig00001	prokka	-1	181972	182527
contig00001	prokka	-1	182538	183081
contig00001	prokka	-1	183095	184073
contig00001	prokka	-1	184069	186796
contig00001	prokka	-1	186848	188186
contig00001	prokka	-1	188182	188683
contig00001	prokka	-1	188685	190488
contig00001	prokka	-1	190581	191244
contig00001	prokka	-1	191259	191703
contig00001	prokka	1	191965	192130
contig00001	prokka	-1	192333	193272
contig00001	prokka	1	194191	195409
contig00001	prokka	1	195492	196092
contig00001	prokka	-1	196150	197983
contig00001	prokka	-1	198069	198720
contig00001	prokka	-1	198730	199225
contig00001	prokka	-1	199307	199763
contig00001	prokka	1	200100	201303
contig00001	prokka	1	201377	203522
contig00001	prokka	1	203753	205232
contig00001	prokka	-1	205264	205807
contig00001	prokka	-1	205864	206416
contig00001	prokka	-1	206471	207116
contig00001	prokka	1	207251	207899
contig00001	prokka	1	207955	208318
contig00001	prokka	1	208338	209232
contig00001	prokka	-1	209279	210182
contig00001	prokka	-1	210378	211152
contig00001	prokka	-1	211159	211876
contig00001	prokka	-1	211872	212559
contig00001	prokka	-1	212648	213431
contig00001	prokka	-1	213651	214434
contig00001	prokka	-1	214699	215269
contig00001	prokka	-1	215363	216881
contig00001	prokka	-1	216917	217406
contig00001	prokka	-1	217664	218327
contig00001	prokka	-1	218316	219585
contig00001	prokka	-1	219654	220569
contig00001	prokka	-1	220724	221384
contig00001	prokka	-1	221466	222279
contig00001	prokka	-1	222278	223292
contig00001	prokka	-1	223357	224515
contig00001	prokka	-1	224674	225679
contig00001	prokka	-1	225775	226096
contig00001	prokka	1	226209	226497
contig00001	prokka	1	226503	226710
contig00001	prokka	1	226749	226857
contig00001	prokka	1	226853	226961
contig00001	prokka	1	226962	227304
contig00001	prokka	1	227314	227602
contig00001	prokka	1	227613	227856
contig00001	prokka	1	228052	228256
contig00001	prokka	1	228252	228519
contig00001	prokka	1	228515	228815
contig00001	prokka	1	228826	229444
contig00001	prokka	1	229440	229806
contig00001	prokka	1	229812	232620
contig00001	prokka	1	232696	233656
contig00001	prokka	1	233660	233972
contig00001	prokka	1	234035	234626
contig00001	prokka	-1	235116	236163
contig00001	prokka	-1	236162	237914
contig00001	prokka	1	238068	238905
contig00001	prokka	1	238928	239981
contig00001	prokka	1	240026	240827
contig00001	prokka	1	240928	241423
contig00001	prokka	1	241422	241623
contig00001	prokka	1	241625	241949
contig00001	prokka	1	242003	242549
contig00001	prokka	1	242545	242953
contig00001	prokka	1	243090	243558
contig00001	prokka	1	243541	244186
contig00001	prokka	1	244182	244764
contig00001	prokka	1	244760	245111
contig00001	prokka	1	245114	246011
contig00001	prokka	1	246003	246534
contig00001	prokka	1	246536	248648
contig00001	prokka	1	248647	249247
contig00001	prokka	1	249341	250520
contig00001	prokka	-1	250616	251105
contig00001	prokka	-1	251117	253925
contig00001	prokka	-1	254075	254441
contig00001	prokka	-1	254495	255008
contig00001	prokka	-1	255007	256192
contig00001	prokka	1	256349	257459
contig00001	prokka	-1	257579	258602
contig00001	prokka	1	258793	259054
contig00001	prokka	1	259244	259385
contig00001	prokka	1	259646	259979
contig00001	prokka	1	259983	260877
contig00001	prokka	1	261144	261744
contig00001	prokka	1	261722	262139
contig00001	prokka	-1	262135	263314
contig00001	prokka	-1	263578	264799
contig00001	prokka	1	264957	266964
contig00001	prokka	-1	267084	267363
contig00001	prokka	-1	267396	267945
contig00001	prokka	-1	267944	268754
contig00001	prokka	-1	268753	269578
contig00001	prokka	-1	269581	270667
contig00001	prokka	-1	270701	271634
contig00001	prokka	1	271799	272351
contig00001	prokka	-1	272472	273240
contig00001	prokka	-1	273331	273856
contig00001	prokka	-1	273852	274323
contig00001	prokka	-1	274319	274826
contig00001	prokka	-1	274842	275595
contig00001	prokka	-1	275614	278257
contig00001	prokka	-1	278338	278902
contig00001	prokka	-1	279576	280062
contig00001	prokka	-1	280264	282409
contig00001	prokka	-1	282408	283719
contig00001	prokka	-1	283898	284183
contig00001	prokka	1	284554	285895
contig00001	prokka	1	286260	287319
contig00001	prokka	-1	287500	288256
contig00001	prokka	1	288549	289482
contig00001	prokka	-1	290072	291320
contig00001	prokka	-1	291391	292306
contig00001	prokka	1	292521	293955
contig00001	prokka	-1	293962	294916
contig00001	prokka	1	295200	295419
contig00001	prokka	1	295436	296765
contig00001	prokka	-1	296872	298411
contig00001	prokka	-1	298410	299574
contig00001	prokka	1	299988	300603
contig00001	prokka	1	300607	304201
contig00001	prokka	-1	304256	305402
contig00001	prokka	-1	305475	306420
contig00001	prokka	-1	306489	308184
contig00001	prokka	-1	308237	309488
contig00001	prokka	-1	310000	310633
contig00001	prokka	1	310928	311204
contig00001	prokka	-1	311280	311523
contig00001	prokka	1	311875	312796
contig00001	prokka	-1	313287	314526
contig00001	prokka	1	314902	316600
contig00001	prokka	1	316614	317349
contig00001	prokka	1	317361	318219
contig00001	prokka	-1	318221	320717
contig00001	prokka	-1	320741	321779
contig00001	prokka	-1	321778	322864
contig00001	prokka	-1	322878	324126
contig00001	prokka	-1	324147	324474
contig00001	prokka	-1	324692	325658
contig00001	prokka	1	325861	327118
contig00001	prokka	1	327232	327559
contig00001	prokka	-1	327699	327945
contig00002	prokka	1	322	574
contig00002	prokka	-1	652	1156
contig00002	prokka	1	1952	2942
contig00002	prokka	1	3011	4526
contig00002	prokka	1	4540	5527
contig00002	prokka	1	5693	6494
contig00002	prokka	1	6468	7893
contig00002	prokka	-1	7899	8328
contig00002	prokka	1	9107	9458
contig00002	prokka	1	9460	10039
contig00002	prokka	1	10165	11053
contig00002	prokka	1	11049	11976
contig00002	prokka	1	11980	13945
contig00002	prokka	1	13965	14469
contig00002	prokka	1	14613	16275
contig00002	prokka	1	16320	17922
contig00002	prokka	1	17940	18801
contig00002	prokka	1	18803	19853
contig00002	prokka	1	19867	20257
contig00002	prokka	1	20267	20912
contig00002	prokka	1	21113	22262
contig00002	prokka	1	22254	24333
contig00002	prokka	1	24332	24725
contig00002	prokka	-1	24844	25333
contig00002	prokka	-1	25509	27243
contig00002	prokka	1	27458	28025
contig00002	prokka	1	28038	28785
contig00002	prokka	1	29172	30273
contig00002	prokka	1	30297	32727
contig00002	prokka	-1	32891	33863
contig00002	prokka	-1	33859	34603
contig00002	prokka	-1	34643	35039
contig00002	prokka	-1	35091	35910
contig00002	prokka	-1	35906	36473
contig00002	prokka	1	36782	38555
contig00002	prokka	1	38615	39125
contig00002	prokka	1	39153	39894
contig00002	prokka	1	39928	40450
contig00002	prokka	-1	40451	41054
contig00002	prokka	1	41328	41940
contig00002	prokka	1	41948	42959
contig00002	prokka	-1	43105	43891
contig00002	prokka	-1	43887	44643
contig00002	prokka	1	44667	45654
contig00002	prokka	1	45669	46992
contig00002	prokka	1	47111	48083
contig00002	prokka	-1	48171	51246
contig00002	prokka	-1	51282	53151
contig00002	prokka	-1	53239	54049
contig00002	prokka	-1	54455	55583
contig00002	prokka	-1	55665	56154
contig00002	prokka	-1	56244	57201
contig00002	prokka	-1	57219	58257
contig00002	prokka	1	58529	59762
contig00002	prokka	1	59764	61054
contig00002	prokka	1	61056	61890
contig00002	prokka	1	61907	63707
contig00002	prokka	1	63728	64526
contig00002	prokka	1	64618	65458
contig00002	prokka	1	65412	65556
contig00002	prokka	1	65527	66322
contig00002	prokka	-1	66381	67824
contig00002	prokka	-1	67951	68821
contig00002	prokka	1	69158	70634
contig00002	prokka	1	70868	72680
contig00002	prokka	1	72716	73358
contig00002	prokka	-1	73413	74592
contig00002	prokka	1	74725	75016
contig00002	prokka	1	75082	75439
contig00002	prokka	-1	75352	75559
contig00002	prokka	-1	75595	75706
contig00002	prokka	1	75765	76425
contig00002	prokka	1	76633	78694
contig00002	prokka	-1	78690	79353
contig00002	prokka	-1	79376	79802
contig00002	prokka	-1	80134	80365
contig00002	prokka	1	80503	80878
contig00002	prokka	1	80881	81754
contig00002	prokka	1	81766	82108
contig00002	prokka	1	82503	83160
contig00002	prokka	-1	83160	83436
contig00002	prokka	-1	83456	83693
contig00002	prokka	-1	83810	85256
contig00002	prokka	-1	85329	87963
contig00002	prokka	-1	87931	89215
contig00002	prokka	1	89290	89842
contig00002	prokka	1	89938	90637
contig00002	prokka	1	90656	92705
contig00002	prokka	1	92896	93778
contig00002	prokka	-1	93823	95197
contig00002	prokka	1	95373	96165
contig00002	prokka	-1	96307	96547
contig00002	prokka	1	96923	97211
contig00002	prokka	1	98036	98246
contig00002	prokka	1	98411	99221
contig00002	prokka	-1	99217	99784
contig00002	prokka	-1	100212	100671
contig00002	prokka	-1	100725	101577
contig00002	prokka	-1	101589	102390
contig00002	prokka	-1	102452	103424
contig00002	prokka	1	103689	103899
contig00002	prokka	1	103886	105437
contig00002	prokka	-1	105440	107039
contig00002	prokka	-1	107169	108534
contig00002	prokka	-1	108717	109296
contig00002	prokka	-1	109299	110661
contig00002	prokka	1	110734	110914
contig00002	prokka	-1	111033	111333
contig00002	prokka	-1	111755	112103
contig00002	prokka	1	112231	114142
contig00002	prokka	1	114199	114895
contig00002	prokka	1	114934	115516
contig00002	prokka	1	115654	117406
contig00002	prokka	1	117487	118603
contig00002	prokka	-1	118656	119622
contig00002	prokka	-1	119677	120802
contig00002	prokka	-1	120833	122444
contig00002	prokka	-1	122694	123780
contig00002	prokka	1	123882	124806
contig00002	prokka	1	124932	125571
contig00002	prokka	1	125743	126103
contig00002	prokka	1	126106	126295
contig00002	prokka	1	126809	127958
contig00002	prokka	1	128184	128433
contig00002	prokka	-1	128699	129725
contig00002	prokka	1	129907	130162
contig00002	prokka	-1	130183	130531
contig00002	prokka	-1	130585	131767
contig00002	prokka	1	131866	132685
contig00002	prokka	-1	132641	133088
contig00002	prokka	-1	133362	133866
contig00002	prokka	-1	133908	135399
contig00002	prokka	-1	135579	137055
contig00002	prokka	-1	137201	138485
contig00002	prokka	-1	138597	140532
contig00002	prokka	1	140967	141714
contig00002	prokka	1	141803	142658
contig00002	prokka	-1	142708	143593
contig00002	prokka	-1	143676	144672
contig00002	prokka	1	145013	145427
contig00002	prokka	1	145468	145741
contig00002	prokka	1	146110	147187
contig00002	prokka	1	147213	148593
contig00002	prokka	1	148609	149653
contig00002	prokka	1	149673	150510
contig00002	prokka	1	150514	151462
contig00002	prokka	1	151471	152452
contig00002	prokka	1	152588	153347
contig00002	prokka	1	153463	154822
contig00002	prokka	-1	154914	155556
contig00002	prokka	-1	155566	156583
contig00002	prokka	-1	156749	158606
contig00002	prokka	1	158766	159318
contig00002	prokka	1	159434	160478
contig00002	prokka	1	160482	162444
contig00002	prokka	1	162571	162769
contig00002	prokka	1	162728	163613
contig00002	prokka	-1	163729	165073
contig00002	prokka	1	165308	165581
contig00002	prokka	-1	165546	165954
contig00002	prokka	1	166040	166661
contig00002	prokka	-1	166669	167977
contig00002	prokka	-1	168043	168697
contig00002	prokka	-1	168696	170232
contig00002	prokka	-1	170204	171371
contig00002	prokka	-1	171380	171929
contig00002	prokka	-1	171928	172636
contig00002	prokka	-1	172650	173328
contig00002	prokka	-1	173332	174043
contig00002	prokka	-1	174209	175016
contig00002	prokka	1	175461	176682
contig00002	prokka	1	176678	177713
contig00002	prokka	1	177709	179188
contig00002	prokka	1	179184	180528
contig00002	prokka	1	180520	181489
contig00002	prokka	1	181818	182304
contig00002	prokka	1	182506	183082
contig00002	prokka	-1	183041	183929
contig00002	prokka	-1	184158	184986
contig00002	prokka	1	185187	185526
contig00002	prokka	1	185824	186145
contig00002	prokka	1	186229	187588
contig00002	prokka	1	187638	187989
contig00002	prokka	1	187999	188839
contig00002	prokka	1	188943	190296
contig00002	prokka	1	190308	191067
contig00002	prokka	-1	191113	193375
contig00002	prokka	1	193578	193821
contig00002	prokka	1	194109	194541
contig00002	prokka	1	194625	194913
contig00002	prokka	-1	194916	196308
contig00002	prokka	-1	196440	197031
contig00002	prokka	-1	197193	197862
contig00002	prokka	1	198008	198545
contig00002	prokka	-1	198585	199446
contig00002	prokka	-1	199551	199842
contig00002	prokka	-1	199942	200872
contig00002	prokka	1	201158	201917
contig00002	prokka	-1	202252	202933
contig00002	prokka	-1	203035	204151
contig00002	prokka	1	204674	206603
contig00002	prokka	1	206714	207149
contig00002	prokka	1	207245	207443
contig00002	prokka	1	207495	207852
contig00002	prokka	1	208301	209285
contig00002	prokka	1	209299	211687
contig00002	prokka	1	211691	211991
contig00002	prokka	1	212091	213072
contig00002	prokka	1	213134	213686
contig00002	prokka	1	213685	214435
contig00002	prokka	1	214512	214977
contig00002	prokka	1	215223	215937
contig00002	prokka	1	215999	217436
contig00002	prokka	-1	217439	217631
contig00002	prokka	-1	217762	218809
contig00002	prokka	-1	218965	219799
contig00002	prokka	1	220131	222510
contig00002	prokka	-1	222566	224213
contig00002	prokka	-1	224269	224563
contig00002	prokka	-1	224559	225849
contig00002	prokka	-1	225904	226843
contig00002	prokka	-1	226862	227627
contig00002	prokka	1	227663	227840
contig00002	prokka	1	227942	228854
contig00002	prokka	-1	228896	230048
contig00002	prokka	-1	230061	231657
contig00002	prokka	-1	231800	232559
contig00002	prokka	-1	232589	233456
contig00002	prokka	-1	233467	234733
contig00002	prokka	-1	234959	236174
contig00002	prokka	-1	236273	236630
contig00002	prokka	-1	237058	238171
contig00002	prokka	1	238559	241616
contig00002	prokka	1	241612	242023
contig00002	prokka	1	242122	242311
contig00002	prokka	1	242858	243227
contig00002	prokka	1	243235	244723
contig00002	prokka	1	244732	245479
contig00002	prokka	1	245453	246725
contig00002	prokka	1	246721	247942
contig00002	prokka	1	247954	248371
contig00002	prokka	1	248519	249524
contig00002	prokka	-1	249587	249824
contig00002	prokka	-1	250134	251547
contig00002	prokka	1	252103	252313
contig00002	prokka	1	252768	253395
contig00002	prokka	1	253415	255518
contig00002	prokka	1	255530	256169
contig00002	prokka	1	256232	256901
contig00002	prokka	1	256897	257683
contig00002	prokka	1	257734	258499
contig00002	prokka	-1	258510	260115
contig00002	prokka	-1	260240	260546
contig00002	prokka	1	261118	262375
contig00002	prokka	-1	262415	263789
contig00002	prokka	1	264003	264645
contig00002	prokka	-1	264684	265833
contig00002	prokka	-1	266123	267335
contig00002	prokka	1	267447	268380
contig00002	prokka	-1	268376	269402
contig00002	prokka	1	269700	269790
contig00002	prokka	1	269955	271125
contig00002	prokka	-1	271270	271852
contig00002	prokka	-1	271979	272795
contig00002	prokka	1	273128	273476
contig00002	prokka	-1	273526	278143
contig00002	prokka	-1	278235	278883
contig00002	prokka	-1	278985	279393
contig00002	prokka	-1	279473	280571
contig00002	prokka	-1	280607	281207
contig00002	prokka	1	281309	281549
contig00002	prokka	1	281597	282494
contig00002	prokka	1	282574	283096
contig00002	prokka	-1	283096	285109
contig00002	prokka	-1	285108	285879
contig00002	prokka	-1	285968	286205
contig00002	prokka	1	286405	286840
contig00002	prokka	-1	286886	287354
contig00002	prokka	1	287627	288737
contig00002	prokka	1	288840	289164
contig00002	prokka	1	289222	289879
contig00002	prokka	1	290007	291282
contig00002	prokka	1	291343	292204
contig00002	prokka	-1	292247	292853
contig00002	prokka	-1	292958	294461
contig00002	prokka	-1	295071	295707
contig00002	prokka	-1	295706	296402
contig00002	prokka	-1	296405	297026
contig00002	prokka	-1	297029	298088
contig00003	prokka	-1	239	713
contig00003	prokka	-1	830	1298
contig00003	prokka	-1	1309	2308
contig00003	prokka	1	2508	3357
contig00003	prokka	1	3458	3932
contig00003	prokka	-1	4082	5336
contig00003	prokka	-1	5513	7544
contig00003	prokka	1	7863	8688
contig00003	prokka	-1	8795	9974
contig00003	prokka	-1	10051	11233
contig00003	prokka	-1	11210	12752
contig00003	prokka	-1	12829	13822
contig00003	prokka	1	14187	15510
contig00003	prokka	1	15581	17036
contig00003	prokka	1	17204	17546
contig00003	prokka	1	17591	18029
contig00003	prokka	-1	18070	19066
contig00003	prokka	1	19240	19540
contig00003	prokka	1	19634	20546
contig00003	prokka	1	20555	22625
contig00003	prokka	1	22890	23103
contig00003	prokka	-1	23290	23503
contig00003	prokka	-1	23783	24074
contig00003	prokka	1	24507	25218
contig00003	prokka	-1	25267	26242
contig00003	prokka	-1	26345	27005
contig00003	prokka	1	27157	29491
contig00003	prokka	-1	29459	29900
contig00003	prokka	-1	29896	30460
contig00003	prokka	1	30617	31316
contig00003	prokka	1	31544	32747
contig00003	prokka	1	33071	33596
contig00003	prokka	1	33679	34366
contig00003	prokka	1	34389	36921
contig00003	prokka	1	36931	37987
contig00003	prokka	1	37992	38517
contig00003	prokka	1	38769	40461
contig00003	prokka	1	41541	43149
contig00003	prokka	1	43456	44476
contig00003	prokka	1	44485	45388
contig00003	prokka	1	45398	46382
contig00003	prokka	1	46378	47383
contig00003	prokka	-1	47412	48684
contig00003	prokka	1	49159	49267
contig00003	prokka	-1	49271	49580
contig00003	prokka	1	49642	49750
contig00003	prokka	1	50125	50233
contig00003	prokka	-1	50319	51999
contig00003	prokka	-1	51995	52187
contig00003	prokka	-1	52183	53743
contig00003	prokka	1	54027	54216
contig00003	prokka	1	54227	54980
contig00003	prokka	1	54976	57595
contig00003	prokka	1	57641	59945
contig00003	prokka	1	59951	61058
contig00003	prokka	1	61039	64513
contig00003	prokka	1	64633	66583
contig00003	prokka	1	66765	68052
contig00003	prokka	1	68272	69769
contig00003	prokka	-1	69864	70794
contig00003	prokka	1	71025	71793
contig00003	prokka	1	71862	73923
contig00003	prokka	-1	74156	75479
contig00003	prokka	-1	75889	76903
contig00003	prokka	-1	76951	77923
contig00003	prokka	1	78370	78973
contig00003	prokka	-1	79023	80673
contig00003	prokka	1	81077	82475
contig00003	prokka	1	82685	84086
contig00003	prokka	1	84455	85280
contig00003	prokka	1	85647	86376
contig00003	prokka	1	86520	86802
contig00003	prokka	-1	86738	89852
contig00003	prokka	-1	89876	91034
contig00003	prokka	1	91093	91372
contig00003	prokka	-1	91372	91900
contig00003	prokka	-1	92698	93271
contig00003	prokka	1	93525	93858
contig00003	prokka	1	93961	94300
contig00003	prokka	1	94435	95011
contig00003	prokka	-1	95052	95583
contig00003	prokka	-1	95738	96305
contig00003	prokka	-1	96928	97774
contig00003	prokka	-1	98354	99356
contig00003	prokka	1	99463	99760
contig00003	prokka	-1	99882	100308
contig00003	prokka	-1	100320	101610
contig00003	prokka	-1	101663	102017
contig00003	prokka	-1	102555	102729
contig00003	prokka	-1	102893	104246
contig00003	prokka	-1	104317	105160
contig00003	prokka	1	105362	107405
contig00003	prokka	1	107412	108165
contig00003	prokka	-1	108213	109683
contig00003	prokka	-1	109999	110434
contig00003	prokka	1	110824	111160
contig00003	prokka	-1	111230	112730
contig00003	prokka	1	112961	114164
contig00003	prokka	-1	114479	115532
contig00003	prokka	1	115914	117153
contig00003	prokka	1	117149	117503
contig00003	prokka	1	117764	119387
contig00003	prokka	1	119752	120820
contig00003	prokka	1	120816	123552
contig00003	prokka	1	123551	124676
contig00003	prokka	1	125006	125366
contig00003	prokka	-1	125485	125887
contig00003	prokka	-1	125892	126699
contig00003	prokka	-1	126695	127460
contig00003	prokka	-1	127459	128293
contig00003	prokka	-1	128289	129234
contig00003	prokka	-1	129233	130808
contig00003	prokka	-1	130918	131506
contig00003	prokka	-1	131560	132610
contig00003	prokka	1	132708	133959
contig00003	prokka	-1	133962	134520
contig00003	prokka	-1	134592	135258
contig00003	prokka	1	135478	135724
contig00003	prokka	-1	135825	138024
contig00003	prokka	-1	138097	138724
contig00003	prokka	1	138864	139224
contig00003	prokka	-1	139226	139496
contig00003	prokka	-1	139485	140082
contig00003	prokka	1	140231	141725
contig00003	prokka	1	141727	142396
contig00003	prokka	1	142388	143447
contig00003	prokka	1	143691	144546
contig00003	prokka	1	144816	145920
contig00003	prokka	-1	146118	146502
contig00003	prokka	1	146925	148035
contig00003	prokka	1	148082	149009
contig00003	prokka	1	149005	150283
contig00003	prokka	1	150279	151047
contig00003	prokka	1	151048	151762
contig00003	prokka	1	152157	153474
contig00003	prokka	1	153571	154459
contig00003	prokka	1	154455	155301
contig00003	prokka	1	155302	156373
contig00003	prokka	1	156369	157113
contig00003	prokka	-1	157099	157540
contig00003	prokka	1	157659	159402
contig00003	prokka	-1	159439	159724
contig00003	prokka	-1	159923	160079
contig00003	prokka	-1	160173	160668
contig00003	prokka	-1	160664	161843
contig00003	prokka	-1	162079	162568
contig00003	prokka	1	162899	163937
contig00003	prokka	1	164059	164755
contig00003	prokka	1	164978	165974
contig00003	prokka	1	166112	166640
contig00003	prokka	1	166643	167984
contig00003	prokka	1	168136	170233
contig00003	prokka	1	170232	171435
contig00003	prokka	-1	171480	172074
contig00003	prokka	1	172266	173370
contig00003	prokka	1	173642	175829
contig00003	prokka	1	175825	177799
contig00003	prokka	1	177816	179112
contig00003	prokka	1	179111	180545
contig00003	prokka	1	180563	183011
contig00003	prokka	1	183138	184644
contig00003	prokka	1	184659	185370
contig00003	prokka	1	185372	186140
contig00003	prokka	1	186142	186748
contig00003	prokka	-1	186801	188307
contig00003	prokka	1	188496	188823
contig00003	prokka	1	188867	189698
contig00003	prokka	1	189714	190473
contig00003	prokka	-1	190454	192053
contig00003	prokka	1	192241	193468
contig00003	prokka	1	193471	194488
contig00003	prokka	-1	194530	197236
contig00003	prokka	1	197847	200241
contig00003	prokka	1	200250	202335
contig00003	prokka	-1	202379	203696
contig00003	prokka	-1	204056	204632
contig00003	prokka	-1	204690	205374
contig00003	prokka	1	205411	206182
contig00003	prokka	-1	206210	207089
contig00003	prokka	-1	207291	207528
contig00003	prokka	-1	207527	209849
contig00003	prokka	-1	209865	210093
contig00003	prokka	-1	210530	212852
contig00003	prokka	-1	212948	213425
contig00003	prokka	1	213652	214372
contig00003	prokka	1	214368	215721
contig00003	prokka	-1	215796	217419
contig00003	prokka	1	217797	219522
contig00003	prokka	-1	219656	220535
contig00003	prokka	-1	220559	220961
contig00003	prokka	-1	220971	221640
contig00003	prokka	-1	221704	223828
contig00003	prokka	1	224159	224720
contig00003	prokka	-1	224884	227437
contig00003	prokka	1	227556	228336
